Name,Manufacturer,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine CC,Power,Seats,Mileage Km/L,Price
Chevrolet Beat Diesel LT,Chevrolet,Kochi,2012,42706,Diesel,Manual,First,936,56.3,5,25.44,2.4
Mahindra Quanto C6,Mahindra,Mumbai,2013,35000,Diesel,Manual,First,1493,100,7,17.21,3.49
Hyundai i10 Asta 1.2 AT with Sunroof,Hyundai,Hyderabad,2011,54348,Petrol,Automatic,First,1197,80,5,19.2,4
Toyota Etios Liva 1.4 GD,Toyota,Delhi,2013,84000,Diesel,Manual,First,1364,67.04,5,23.59,3.85
Toyota Corolla Altis 2008-2013 1.8 VL AT,Toyota,Mumbai,2010,63298,Petrol,Automatic,First,1794,138.1,5,14.53,3.95
Hyundai i10 Magna 1.2,Hyundai,Jaipur,2013,75049,Petrol,Manual,Second,1197,78.9,5,20.36,3
Ford Figo Aspire 1.2 Ti-VCT Titanium,Ford,Kochi,2018,24237,Petrol,Manual,First,1196,86.8,5,18.16,6.7
Maruti Ritz ZXi,Maruti,Coimbatore,2016,22767,Petrol,Manual,First,1197,85.8,5,18.5,6.14
Hyundai i20 Sportz AT 1.4,Hyundai,Bangalore,2012,58000,Petrol,Automatic,Second,1396,98.6,5,15,4.4
Maruti Swift Dzire LDI,Maruti,Pune,2017,57000,Diesel,Manual,First,1248,74,5,26.59,4.25
BMW 7 Series 2007-2012 750Li,BMW,Kochi,2010,50161,Petrol,Automatic,First,4395,402,5,8.77,25.93
Maruti S Cross DDiS 320 Alpha,Maruti,Kolkata,2016,45000,Diesel,Manual,First,1598,118,5,22.7,7
Toyota Fortuner 4x4 AT,Toyota,Coimbatore,2017,68319,Diesel,Automatic,First,2982,168.5,7,12.55,25.12
Hyundai EON 1.0 Magna Plus Option O,Hyundai,Kochi,2017,30711,Petrol,Manual,First,998,68.05,5,20.3,4.45
Hyundai i20 1.4 CRDi Magna,Hyundai,Kolkata,2011,38277,Diesel,Manual,First,1396,90,5,21.9,2.4
Volkswagen Vento Diesel Highline,Volkswagen,Pune,2012,115000,Diesel,Manual,Second,1598,103.6,5,20.54,4.33
Maruti Swift Dzire VXi AT,Maruti,Coimbatore,2017,46849,Petrol,Automatic,First,1197,83.14,5,18.5,6.93
Hyundai i20 Magna 1.4 CRDi,Hyundai,Ahmedabad,2014,64000,Diesel,Manual,First,1396,90,5,21.9,4.25
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,MercedesBenz,Pune,2010,130923,Diesel,Automatic,First,2143,203,5,14.21,12.5
Hyundai Grand i10 Sportz,Hyundai,Chennai,2015,15000,Petrol,Manual,First,1197,82,5,18.9,4.9
Hyundai i20 1.4 CRDi Sportz,Hyundai,Mumbai,2014,32720,Diesel,Manual,First,1396,90,5,23,4.5
Renault KWID RXT,Renault,Jaipur,2016,12500,Petrol,Manual,First,799,53.3,5,25.17,3
Hyundai Xcent 1.2 Kappa AT SX Option,Hyundai,Chennai,2015,59800,Petrol,Automatic,First,1197,82,5,16.9,5.8
Volkswagen Vento Petrol Highline,Volkswagen,Pune,2011,54211,Petrol,Manual,First,1598,103.6,5,15.04,3.33
Chevrolet Cruze LTZ AT,Chevrolet,Kochi,2015,62242,Diesel,Automatic,First,1998,163.7,5,14.39,6.62
Nissan Terrano XL 110 PS,Nissan,Mumbai,2015,54000,Diesel,Manual,Second,1461,108.5,5,19.01,5.75
Hyundai Verna 1.6 SX,Hyundai,Hyderabad,2012,65000,Diesel,Manual,First,1582,126.32,5,22.32,6.2
Maruti Celerio VXI AMT,Maruti,Chennai,2015,55000,Petrol,Automatic,First,998,67.04,5,23.1,3.5
Maruti Wagon R LXI,Maruti,Pune,2010,71000,Petrol,Manual,First,998,67.1,5,18.9,2
Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,Chennai,2012,70000,Diesel,Manual,First,1396,88.8,5,21.9,4
Audi A4 1.8 TFSI,Audi,Mumbai,2011,53000,Petrol,Automatic,First,1781,163.2,5,12.3,9.5
BMW X1 sDrive20d,BMW,Mumbai,2013,43000,Diesel,Automatic,First,1995,184,5,17.05,17.5
Skoda Rapid 1.6 MPI AT Elegance Plus,Skoda,Mumbai,2015,54000,Petrol,Automatic,First,1598,103.52,5,14.3,6.11
Hyundai i10 Magna,Hyundai,Ahmedabad,2014,51000,Petrol,Manual,First,1197,78.9,5,20.36,3.75
Mitsubishi Pajero 2.8 GLX CRZ,Mitsubishi,Hyderabad,2007,78000,Diesel,Manual,Second,2835,107.2,6,10.5,6.2
Honda City i DTEC SV,Honda,Mumbai,2014,25000,Diesel,Manual,First,1498,98.6,5,26,6.15
Maruti Alto K10 2010-2014 VXI,Maruti,Pune,2012,12600,Petrol,Manual,First,998,67.1,5,20.92,2.4
Maruti Swift Ldi BSIII,Maruti,Pune,2009,80000,Diesel,Manual,Fourth,1248,75,5,17.8,2.15
Hyundai Grand i10 Magna,Hyundai,Kolkata,2016,21000,Petrol,Manual,First,1197,82,5,18.9,3.75
Ford Figo Petrol ZXI,Ford,Mumbai,2011,32000,Petrol,Manual,Second,1196,70,5,15.6,2.15
Hyundai Grand i10 SportZ Edition,Hyundai,Bangalore,2015,50000,Petrol,Manual,First,1197,81.86,5,18.9,4.75
Maruti SX4 Vxi BSIV,Maruti,Mumbai,2010,47500,Petrol,Manual,First,1586,103.3,5,15.5,2.45
Honda City i-VTEC VX,Honda,Mumbai,2017,7500,Petrol,Manual,First,1497,117.3,5,17.4,11.15
Renault Duster 110PS Diesel RxZ AMT,Renault,Jaipur,2016,68163,Diesel,Automatic,First,1461,108.45,5,19.6,8.9
Honda Amaze S i-Dtech,Honda,Ahmedabad,2014,61000,Diesel,Manual,First,1498,98.6,5,25.8,4.35
Toyota Innova 2.5 Z Diesel 7 Seater,Toyota,Jaipur,2015,100000,Diesel,Manual,Second,2494,100.6,7,12.99,12
BMW 3 Series 320d Highline,BMW,Mumbai,2009,61500,Diesel,Automatic,Second,1995,181,5,16.07,8.5
Hyundai i10 Magna 1.1 iTech SE,Hyundai,Kochi,2017,42883,Petrol,Manual,First,1086,68.05,5,19.81,4.27
Renault Duster 85PS Diesel RxL Optional with Nav,Renault,Jaipur,2012,97000,Diesel,Manual,Second,1461,83.8,5,20.45,4.25
Mitsubishi Outlander 2.4,Mitsubishi,Bangalore,2010,39525,Petrol,Automatic,First,2360,170,5,11.3,9.25
Maruti Vitara Brezza LDi,Maruti,Kochi,2017,35384,Diesel,Manual,First,1248,88.5,5,24.3,8.61
Mercedes-Benz R-Class R350 CDI 4MATIC,MercedesBenz,Hyderabad,2010,46000,Diesel,Automatic,First,2987,261,7,11.8,28
Ford EcoSport 1.5 Diesel Titanium,Ford,Coimbatore,2018,32189,Diesel,Manual,First,1498,98.96,5,23,9.25
Hyundai Verna 1.6 CRDI AT SX Option,Hyundai,Chennai,2016,27000,Diesel,Automatic,First,1582,126.2,5,19.08,8.6
Volkswagen Polo 1.2 MPI Highline,Volkswagen,Coimbatore,2018,22734,Petrol,Manual,First,1198,74,5,16.47,7.53
Renault Duster 110PS Diesel RxL,Renault,Mumbai,2014,58002,Diesel,Manual,First,1461,108.45,5,19.64,5.75
Honda Brio S Option AT,Honda,Chennai,2012,31500,Petrol,Automatic,First,1198,86.8,5,16.5,4.15
Ford Figo 2015-2019 1.2P Titanium MT,Ford,Coimbatore,2017,30933,Petrol,Manual,First,1196,86.8,5,18.16,5.84
Audi A6 2.0 TDI Design Edition,Audi,Kolkata,2012,27090,Diesel,Automatic,First,1968,187.74,5,18.53,16.5
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,BMW,Mumbai,2015,29500,Diesel,Automatic,First,2993,258,7,15.97,43
Hyundai i10 Sportz Option,Hyundai,Pune,2013,45000,Petrol,Manual,First,1197,78.9,5,20.36,3.55
Hyundai i20 1.2 Asta Option,Hyundai,Hyderabad,2018,11691,Petrol,Manual,First,1197,81.83,5,18.6,8.9
Skoda Octavia L and K 1.9 TDI MT,Skoda,Hyderabad,2006,121000,Diesel,Manual,Second,1896,90,5,16.4,2.5
Hyundai Verna Transform SX VGT CRDi,Hyundai,Hyderabad,2010,118077,Diesel,Manual,First,1493,110,5,16.2,3.85
Hyundai Verna 1.6 SX VTVT (O) AT,Hyundai,Chennai,2012,36300,Petrol,Automatic,Third,1591,121.4,5,17.1,7.5
Hyundai Getz GVS,Hyundai,Mumbai,2005,90000,Petrol,Manual,Second,1341,61,5,15.3,1.8
Ford Figo Diesel EXI,Ford,Chennai,2010,78000,Diesel,Manual,First,1399,68,5,20,2.25
Audi A6 2011-2015 35 TDI Technology,Audi,Mumbai,2015,42000,Diesel,Automatic,First,1968,174.33,5,17.68,24.25
Volkswagen Polo 1.2 MPI Highline,Volkswagen,Mumbai,2015,27000,Petrol,Manual,First,1198,74,5,16.47,4.35
BMW X1 sDrive20d,BMW,Kolkata,2012,22000,Diesel,Automatic,First,1995,184,5,17.05,11.5
Honda City i VTEC SV,Honda,Kolkata,2014,49000,Petrol,Manual,First,1497,117.3,5,17.4,4.75
Hyundai i20 Sportz Option Diesel,Hyundai,Hyderabad,2012,42600,Diesel,Manual,First,1396,90,5,23,4.99
Honda Jazz 1.2 V CVT i VTEC,Honda,Coimbatore,2018,12794,Petrol,Automatic,First,1199,88.7,5,19,9.15
Honda CR-V 2.4 AT,Honda,Hyderabad,2014,88046,Petrol,Automatic,First,2354,152,5,10.1,13.99
Mercedes-Benz A Class A180 CDI,MercedesBenz,Bangalore,2014,8000,Diesel,Automatic,Second,2143,107.3,5,20,19.75
Mahindra XUV500 AT W10 AWD,Mahindra,Coimbatore,2018,82739,Diesel,Automatic,First,2179,140,7,16,16.77
Mahindra Bolero SLX 2WD,Mahindra,Bangalore,2006,193000,Diesel,Manual,Third,2523,63,7,13.6,2.5
Renault Scala RxL AT,Renault,Mumbai,2013,7000,Petrol,Automatic,First,1498,99.6,5,17.97,3.65
Land Rover Freelander 2 HSE SD4,Land,Ahmedabad,2012,60000,Diesel,Automatic,Second,2179,187.74,5,12.35,23.5
Maruti Alto 800 VXI,Maruti,Pune,2017,38000,Petrol,Manual,First,796,47.3,5,22.74,3.11
Toyota Etios G,Toyota,Kochi,2013,56344,Petrol,Manual,First,1496,88.73,5,17.6,4.57
Hyundai i20 Sportz Option,Hyundai,Mumbai,2014,17858,Petrol,Manual,First,1197,80,5,17,5.32
Hyundai i10 Sportz,Hyundai,Hyderabad,2012,53000,Petrol,Manual,First,1197,78.9,5,20.36,3.2
Maruti Swift VDI BSIV,Maruti,Kochi,2016,67906,Diesel,Manual,First,1248,74,5,25.2,5.63
Hyundai EON Magna Plus,Hyundai,Hyderabad,2015,19000,Petrol,Manual,First,814,55.2,5,21.1,3
BMW 3 Series 320d,BMW,Mumbai,2010,67000,Diesel,Automatic,Second,1995,190,5,22.69,9.25
Tata Indigo XL Classic Dicor,Tata,Delhi,2011,80000,Diesel,Manual,First,1396,70,5,23.57,1.2
Maruti Alto 800 LXI,Maruti,Delhi,2015,61000,Petrol,Manual,First,796,47.3,5,22.74,2.15
Volkswagen Polo Diesel Highline 1.2L,Volkswagen,Pune,2010,39000,Diesel,Manual,First,1199,73.9,5,22.07,3.05
Toyota Corolla Altis VL AT,Toyota,Ahmedabad,2014,59000,Petrol,Automatic,First,1798,138.03,5,14.28,11.5
Hyundai Santro Xing GLS,Hyundai,Hyderabad,2008,80931,Petrol,Manual,First,1086,62.1,5,17.92,2.3
Maruti Swift ZXI,Maruti,Kolkata,2016,34000,Petrol,Manual,First,1197,81.8,5,20.4,4.95
Renault Scala Diesel RxL,Renault,Hyderabad,2013,130000,Diesel,Manual,First,1461,84.8,5,21.64,4.75
Maruti Vitara Brezza ZDi Plus,Maruti,Coimbatore,2018,52380,Diesel,Manual,First,1248,88.5,5,24.3,10.15
Nissan Micra XV,Nissan,Kolkata,2011,44000,Petrol,Manual,First,1198,75,5,18.06,2.65
Ford Figo Diesel EXI,Ford,Hyderabad,2015,84000,Diesel,Manual,First,1399,68.05,5,20,3.8
Honda CR-V 2.0 AT,Honda,Kochi,2017,41697,Petrol,Automatic,First,1997,141.1,5,13.1,16.68
Nissan Terrano XV 110 PS,Nissan,Pune,2014,163000,Diesel,Manual,First,1461,108.5,5,19.01,5
Toyota Etios Liva 1.2 G,Toyota,Chennai,2011,42000,Petrol,Manual,Second,1197,78.9,5,17.71,3.75
Hyundai i20 Asta 1.4 CRDi,Hyundai,Jaipur,2013,129000,Diesel,Manual,Third,1396,88.76,5,21.27,4.11
Ford Figo Aspire 1.2 Ti-VCT Ambiente,Ford,Chennai,2015,32200,Petrol,Manual,Second,1196,86.8,5,18.16,4.25
Mitsubishi Pajero 2.8 GLX CRZ,Mitsubishi,Mumbai,2004,129000,Diesel,Manual,First,2835,107.2,6,10.5,3.45
Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,Bangalore,2014,40000,Diesel,Automatic,First,1968,174.33,5,17.11,22.5
Toyota Innova 2.0 E,Toyota,Delhi,2006,150000,Petrol,Manual,First,1998,132,8,12.4,4.5
Chevrolet Aveo U-VA 1.2 LS,Chevrolet,Jaipur,2007,140000,Petrol,Manual,First,1150,74.9,5,15.26,0.9
Hyundai Getz GLS,Hyundai,Hyderabad,2006,63181,Petrol,Manual,First,1341,83,5,15.3,1.85
Honda Amaze S i-Dtech,Honda,Kolkata,2013,39575,Diesel,Manual,First,1498,98.6,5,25.8,3.25
Maruti Swift VDI BSIV W ABS,Maruti,Pune,2010,63600,Diesel,Manual,Second,1248,74,5,17.8,3.1
Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Coimbatore,2014,70374,Diesel,Manual,First,1498,89.84,5,22.7,7.34
Volkswagen CrossPolo 1.5 TDI,Volkswagen,Kolkata,2015,26256,Diesel,Manual,First,1498,88.5,5,20.14,4.25
Hyundai Elite i20 Petrol Sportz,Hyundai,Delhi,2016,13460,Petrol,Manual,First,1197,81.86,5,18.6,6.45
Toyota Innova 2.5 V Diesel 8-seater,Toyota,Chennai,2011,122000,Diesel,Manual,Second,2494,102,8,12.8,10.75
Mercedes-Benz M-Class ML 250 CDI,MercedesBenz,Kolkata,2015,58589,Diesel,Automatic,First,2143,203.2,5,15.26,27.75
Maruti Wagon R LX BSIII,Maruti,Jaipur,2005,115000,Petrol,Manual,Second,1061,64,5,17.3,0.99
Ford Endeavour 2.2 Trend AT 4X2,Ford,Pune,2016,75000,Diesel,Automatic,First,2198,158,7,12.62,24
Hyundai Elite i20 Petrol Sportz,Hyundai,Jaipur,2016,30292,Petrol,Manual,First,1197,81.86,5,18.6,6.1
Honda WRV i-VTEC VX,Honda,Ahmedabad,2017,32248,Petrol,Manual,First,1199,88.7,5,17.5,8.25
Volkswagen Polo Petrol Highline 1.2L,Volkswagen,Bangalore,2013,74000,Petrol,Manual,First,1198,73.9,5,16.47,4.65
Honda CR-V 2.0L 2WD MT,Honda,Mumbai,2014,56100,Petrol,Manual,First,1997,153.86,5,13.7,9.75
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Bangalore,2014,61325,Petrol,Manual,First,1197,81.86,5,18.9,4.4
Maruti Swift Dzire VXI,Maruti,Kolkata,2014,33000,Petrol,Manual,First,1197,85.8,5,19.1,3.99
BMW 5 Series 2003-2012 530d,BMW,Coimbatore,2016,18090,Diesel,Automatic,First,2993,258,5,16.2,45.73
Ford Ecosport 1.5 DV5 MT Ambiente,Ford,Kochi,2014,71390,Diesel,Manual,First,1498,89.84,5,22.7,5.27
Maruti Wagon R LXI CNG,Maruti,Mumbai,2014,41000,CNG,Manual,First,998,58.2,5,26.2,3.5
Honda City i DTec V,Honda,Ahmedabad,2016,67000,Diesel,Manual,First,1498,98.6,5,26,7.25
Tata Indigo LS,Tata,Chennai,2008,99000,Diesel,Manual,Second,1405,70,5,17,1.6
Renault Duster 110PS Diesel RxL,Renault,Pune,2014,142000,Diesel,Manual,Second,1461,108.45,5,19.01,6
Hyundai i10 Sportz,Hyundai,Chennai,2010,26966,Petrol,Manual,First,1197,78.9,5,20.36,3
Honda Jazz 1.2 SV i VTEC,Honda,Mumbai,2015,27628,Petrol,Manual,First,1199,88.7,5,18.7,4.95
Maruti SX4 S Cross DDiS 200 Zeta,Maruti,Hyderabad,2016,82497,Diesel,Manual,First,1248,88.5,5,23.65,8.99
Honda Accord VTi-L MT,Honda,Mumbai,2007,86000,Petrol,Manual,Third,2354,144,5,11.9,1.85
Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,Coimbatore,2016,26981,Petrol,Manual,First,1198,73.9,5,16.47,6.16
Maruti Ritz VDi,Maruti,Hyderabad,2010,110471,Diesel,Manual,First,1248,73.9,5,21.1,3.5
Honda Amaze S Petrol,Honda,Jaipur,2014,69000,Petrol,Manual,First,1199,88.76,5,19.5,4.5
Hyundai i20 1.2 Asta Option,Hyundai,Hyderabad,2017,12000,Petrol,Manual,First,1197,81.83,5,18.6,7.75
Renault Duster 85PS Diesel RxL,Renault,Hyderabad,2014,77500,Diesel,Manual,First,1461,83.8,5,20.45,6.6
Hyundai Grand i10 Magna,Hyundai,Kochi,2014,48031,Petrol,Manual,First,1197,82,5,18.9,4.98
BMW 3 Series 320d Highline,BMW,Chennai,2008,170000,Diesel,Automatic,Third,1995,181,5,16.07,9.75
Ford Ecosport 1.5 DV5 MT Trend,Ford,Mumbai,2014,69565,Diesel,Manual,First,1498,89.84,5,22.7,5.55
Volkswagen Vento 1.5 TDI Highline AT,Volkswagen,Hyderabad,2016,45492,Diesel,Automatic,First,1498,108.5,5,21.5,10.3
Honda Accord 2.4 AT,Honda,Chennai,2011,85000,Petrol,Automatic,Second,2354,177.6,5,11.7,7.5
Chevrolet Aveo 1.4,Chevrolet,Hyderabad,2008,55902,Petrol,Manual,First,1399,92.7,5,14.49,1.8
Volkswagen Polo 1.2 MPI Highline Plus,Volkswagen,Hyderabad,2017,18500,Petrol,Manual,First,1199,74,5,16.2,6.25
Mahindra Xylo D4 BS III,Mahindra,Hyderabad,2015,129750,Diesel,Manual,Second,2489,93.7,7,14.95,6.8
Hyundai i10 Magna AT,Hyundai,Hyderabad,2009,50902,Petrol,Automatic,First,1197,80,5,19.2,3
Mahindra XUV500 W8 4WD,Mahindra,Coimbatore,2015,84725,Diesel,Manual,First,2179,140,7,15.1,11.6
Hyundai Elantra CRDi SX,Hyundai,Mumbai,2013,40000,Diesel,Manual,Second,1582,126.24,5,22.7,6.95
Volkswagen Passat 1.8 TSI MT,Volkswagen,Mumbai,2010,60000,Petrol,Manual,Third,1798,160,5,14.3,3.5
Hyundai Grand i10 1.2 Kappa Sportz,Hyundai,Coimbatore,2014,33496,Petrol,Manual,First,1197,81.86,5,18.9,5.5
Hyundai i20 Asta Option 1.2,Hyundai,Mumbai,2015,25000,Petrol,Manual,First,1197,81.83,5,18.6,5.65
Chevrolet Enjoy TCDi LS 8 Seater,Chevrolet,Ahmedabad,2013,71000,Diesel,Manual,First,1248,73.8,8,18.2,3.25
Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Skoda,Coimbatore,2015,20826,Petrol,Automatic,First,1598,103.6,5,14.3,7.72
Hyundai Creta 1.6 CRDi SX,Hyundai,Pune,2016,42244,Diesel,Manual,First,1582,126.2,5,19.67,12
Chevrolet Beat Diesel PS,Chevrolet,Jaipur,2013,98598,Diesel,Manual,First,936,57.6,5,25.44,1.55
Toyota Fortuner 3.0 Diesel,Toyota,Delhi,2011,62100,Diesel,Manual,First,2982,171,7,11.5,10.75
Hyundai i20 Sportz Option 1.2,Hyundai,Coimbatore,2016,44238,Petrol,Manual,First,1197,81.83,5,18.6,6.72
Audi Q7 3.0 TDI quattro,Audi,Coimbatore,2012,91743,Diesel,Automatic,First,2967,241.4,7,12.07,28.55
Porsche Panamera Diesel,Porsche,Bangalore,2013,19828,Diesel,Automatic,Second,2967,300,4,17.85,75
Honda City i VTEC VX,Honda,Hyderabad,2016,36891,Petrol,Manual,First,1497,117.3,5,17.8,10.49
Mahindra Quanto C4,Mahindra,Hyderabad,2012,90049,Diesel,Manual,First,1493,100,7,17.21,3.8
Audi A4 2.0 TDI Multitronic,Audi,Ahmedabad,2012,74002,Diesel,Automatic,First,1968,140,5,16.55,18.5
Hyundai Sonata Transform 2.4 GDi AT,Hyundai,Kolkata,2013,41000,Petrol,Automatic,First,2359,198.25,5,12.37,6
Hyundai Verna 1.6 SX,Hyundai,Hyderabad,2012,83678,Diesel,Manual,First,1582,126.32,5,22.32,5.5
Maruti Wagon R LXI BS IV,Maruti,Pune,2010,91000,Petrol,Manual,First,998,67.1,5,18.9,2.3
Maruti Ertiga SHVS ZDI Plus,Maruti,Jaipur,2016,50000,Diesel,Manual,First,1248,88.5,7,24.52,8.7
Hyundai Xcent 1.1 CRDi S Option,Hyundai,Delhi,2015,58000,Diesel,Manual,First,1120,71.01,5,24.4,4.95
Maruti Swift VDI,Maruti,Jaipur,2012,80000,Diesel,Manual,First,1248,74,5,22.9,4.25
Mahindra XUV500 W6 2WD,Mahindra,Kochi,2017,41290,Diesel,Manual,Second,2179,140,7,16,10.94
BMW 5 Series 520d Luxury Line,BMW,Delhi,2013,65000,Diesel,Automatic,First,1995,190,5,22.48,21.26
Toyota Corolla Altis 1.8 G,Toyota,Bangalore,2016,16471,Petrol,Manual,Second,1798,138.03,5,14.28,11.5
Hyundai i20 Asta 1.4 CRDi,Hyundai,Pune,2015,54339,Diesel,Manual,Second,1396,88.73,5,22.54,6
Mahindra KUV 100 mFALCON G80 K2,Mahindra,Hyderabad,2016,24025,Petrol,Manual,First,1198,82,6,18.15,4.1
Maruti Alto 800 2016-2019 LXI,Maruti,Kolkata,2013,24027,Petrol,Manual,First,796,47.3,5,24.7,2.01
Fiat Punto EVO 1.2 Emotion,Fiat,Hyderabad,2010,59270,Petrol,Manual,First,1172,67,5,15.7,2.6
Maruti Wagon R VXI BS IV,Maruti,Kolkata,2012,40000,Petrol,Manual,First,998,67.1,5,18.9,2.35
Mitsubishi Pajero 4X4 LHD,Mitsubishi,Bangalore,2012,155566,Diesel,Manual,Second,2835,118.6,6,9.5,9.15
Honda Brio EX MT,Honda,Chennai,2013,42320,Petrol,Manual,First,1198,86.8,5,19.4,2.9
Hyundai i20 Asta Option 1.4 CRDi,Hyundai,Coimbatore,2017,24153,Diesel,Manual,Second,1396,88.73,5,22.54,9.18
Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,Mumbai,2016,27000,Petrol,Automatic,First,1591,121.3,5,13,11.45
Maruti Alto Green LXi (CNG),Maruti,Hyderabad,2012,92000,CNG,Manual,Second,796,38.4,5,26.83,2.1
Honda Amaze S i-VTEC,Honda,Kochi,2017,61795,Petrol,Manual,First,1198,86.7,5,17.8,5.53
Mahindra KUV 100 mFALCON G80 K6 Plus,Mahindra,Chennai,2016,13500,Petrol,Manual,First,1198,82,6,18.15,3.75
Honda City i-VTEC CVT VX,Honda,Pune,2018,4500,Petrol,Automatic,First,1497,117.3,5,18,12.5
Mahindra XUV500 AT W10 FWD,Mahindra,Mumbai,2017,23000,Diesel,Automatic,First,2179,140,7,16,15.5
Hyundai Santro GLS I - Euro I,Hyundai,Pune,2011,65400,Petrol,Manual,First,1086,74,5,0,2.1
Mercedes-Benz New C-Class 220 CDI AT,MercedesBenz,Mumbai,2013,80578,Diesel,Automatic,Second,2143,170,5,14.84,14.5
Renault Duster 110PS Diesel RxZ AMT,Renault,Coimbatore,2017,42646,Diesel,Automatic,First,1461,108.45,5,19.6,12.46
Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,Bangalore,2014,30000,Petrol,Manual,Second,1198,74,5,16.47,5.25
Mercedes-Benz S Class 2005 2013 S 350 CDI,MercedesBenz,Bangalore,2009,98000,Diesel,Automatic,Second,2987,282,5,13.5,25
Jaguar XJ 3.0L Premium Luxury,Jaguar,Hyderabad,2012,50000,Diesel,Automatic,First,2993,271.23,4,12.9,45
Maruti Swift VDI,Maruti,Jaipur,2015,63310,Diesel,Manual,First,1248,74,5,28.4,5.1
Honda Amaze S i-Dtech,Honda,Delhi,2014,66000,Diesel,Manual,First,1498,98.6,5,25.8,3.5
BMW 3 Series 320d Highline,BMW,Ahmedabad,2011,74000,Diesel,Automatic,Second,1995,181,5,16.07,12.5
Hyundai Verna 1.4 EX,Hyundai,Hyderabad,2012,93000,Diesel,Manual,First,1396,88.7,5,23.5,5.55
Toyota Fortuner 4x2 4 Speed AT,Toyota,Delhi,2015,70000,Diesel,Automatic,First,2982,169,7,11.5,19.48
Maruti Swift VXI,Maruti,Ahmedabad,2012,48772,Petrol,Manual,First,1197,85.8,5,18.6,3.91
Chevrolet Beat LS,Chevrolet,Chennai,2010,66000,Petrol,Manual,First,1199,79.4,5,18.6,2.19
Hyundai Grand i10 Asta Option AT,Hyundai,Coimbatore,2017,27417,Petrol,Automatic,First,1197,82,5,18.9,6.89
Ford Figo Petrol ZXI,Ford,Coimbatore,2011,51593,Petrol,Manual,Second,1196,70,5,15.6,3.47
Nissan Teana 230jM,Nissan,Mumbai,2008,86340,Petrol,Automatic,Second,2349,74,5,9.1,3.25
Maruti Swift VXI BSIII,Maruti,Pune,2010,75000,Petrol,Manual,First,1298,88.2,5,16.1,2.85
Audi A4 35 TDI Premium,Audi,Coimbatore,2016,39237,Diesel,Automatic,First,1968,174.33,5,17.11,25.64
Honda City V MT,Honda,Kochi,2018,11966,Petrol,Manual,First,1497,116.3,5,16.8,10.28
Honda Jazz V,Honda,Hyderabad,2015,37000,Petrol,Manual,First,1199,88.7,5,18.2,6.3
Volkswagen Polo 1.5 TDI Highline,Volkswagen,Chennai,2014,70920,Diesel,Manual,First,1498,88.8,5,20.14,4.75
Nissan Terrano XL D Option,Nissan,Hyderabad,2013,65280,Diesel,Manual,First,1461,83.14,5,19.87,5.8
Land Rover Discovery Sport SD4 HSE Luxury 7S,Land,Hyderabad,2016,62000,Diesel,Automatic,First,2179,187.7,7,12.51,44.5
Hyundai i20 Magna Optional 1.2,Hyundai,Kochi,2014,44525,Petrol,Manual,First,1197,82.9,5,18.5,4.65
Honda City 1.5 E MT,Honda,Jaipur,2009,86863,Petrol,Manual,First,1497,118,5,17,3.6
Mahindra XUV500 W10 AWD,Mahindra,Hyderabad,2015,102626,Diesel,Manual,First,2179,140,7,16,12.25
Jeep Compass 2.0 Limited Option 4X4,Jeep,Jaipur,2017,45000,Diesel,Manual,First,1956,170,5,16.3,20
Mahindra XUV500 W10 AWD,Mahindra,Jaipur,2017,22000,Diesel,Manual,First,2179,140,7,16,16
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Mahindra,Coimbatore,2011,108905,Diesel,Automatic,Second,2179,120,8,11.79,6.21
Datsun GO Plus T,Datsun,Kolkata,2016,12800,Petrol,Manual,First,1198,67,7,19.44,3.25
Mahindra Scorpio S6 Plus 7 Seater,Mahindra,Kolkata,2016,32000,Diesel,Manual,First,2179,120,7,15.4,9.75
Honda Amaze S AT i-Vtech,Honda,Mumbai,2014,39000,Petrol,Automatic,First,1198,86.7,5,15.5,4.45
Honda City i-DTEC ZX,Honda,Pune,2017,42000,Diesel,Manual,First,1498,98.6,5,25.6,12
Tata Indigo GLE,Tata,Chennai,2008,73000,Petrol,Manual,First,1396,65,5,14.4,0.8
Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,Chennai,2018,48000,Diesel,Manual,First,1186,73.97,5,24,5.95
Maruti Alto 800 2016-2019 CNG LXI,Maruti,Pune,2015,18000,CNG,Manual,First,796,40.3,4,33.44,3
Hyundai Verna 1.4 CX VTVT,Hyundai,Kolkata,2014,19000,Petrol,Manual,First,1396,105.5,5,17.43,5.25
Toyota Innova Crysta 2.4 VX MT,Toyota,Coimbatore,2019,33598,Diesel,Manual,First,2393,147.8,7,13.68,22.2
