,km_Driven,Fuel_Type,Owner_Type,Engine CC,Power(bhp),Seats,Mileage Km/L,Price,No of Years,Transmission_Manual
3031,11.0,3,0,1591,121.3,5,17.01,6.1,8,1
3032,102.016,3,0,1196,70.0,5,15.6,2.25,12,1
3033,38.0,1,0,1248,74.0,5,25.2,5.95,6,1
3034,71.491,1,0,1461,63.12,5,23.08,4.95,9,1
3035,46.354,3,2,1198,74.0,5,16.47,5.49,7,1
3036,87.0,1,0,1995,190.0,5,22.69,6.67,3,0
3037,20.765,3,0,1598,103.52,5,15.0,6.25,7,1
3039,51.076,1,0,2967,241.4,7,12.07,34.88,8,0
3040,84.085,1,0,1248,88.5,5,26.21,6.9,6,1
3041,55.0,1,0,1498,98.6,5,25.1,5.99,8,1
3043,50.001,1,0,2967,241.38,5,14.57,29.0,10,0
3044,93.166,1,2,2179,118.3,7,14.02,5.85,6,1
3045,99.583,3,3,1493,100.0,5,12.0,2.21,16,0
3046,72.0,3,0,1586,103.3,5,15.5,2.4,12,1
3047,70.0,3,3,1798,138.1,5,14.53,3.0,13,1
3048,61.0,3,2,1598,103.6,5,14.4,3.75,10,0
3049,66.51,3,0,814,55.2,5,21.1,2.95,7,1
3050,84.062,1,0,1968,108.5,5,20.0,5.8,11,1
3051,80.799,1,0,1248,74.0,5,22.9,4.9,10,1
3052,5.0,3,0,1798,138.03,5,14.28,16.95,4,0
3053,92.0,1,0,2494,100.0,8,12.99,12.5,9,1
3054,53.0,1,0,1047,69.0,5,27.28,5.0,5,1
3055,39.822,3,0,1598,103.52,5,15.41,4.68,7,1
3057,24.214,3,2,799,53.3,5,25.17,3.46,5,1
3058,75.0,1,0,1396,90.0,5,23.0,4.0,10,1
3059,77.216,1,2,1896,106.0,5,17.5,4.5,10,1
3060,74.29,1,0,1364,87.2,5,21.43,5.87,9,1
3061,61.0,1,0,2179,120.0,8,15.4,9.5,7,1
3062,44.0,1,0,1968,174.3,5,14.16,32.5,9,0
3063,74.041,1,0,1248,73.8,8,18.2,3.88,8,1
3064,85.846,1,0,1995,190.0,5,22.69,13.08,9,0
3065,52.0,1,0,1461,84.8,5,21.64,3.5,10,1
3066,47.0,3,2,2354,177.6,5,12.8,3.5,12,1
3067,72.01,1,0,1493,110.0,5,16.8,4.45,12,1
3068,15.0,3,0,796,34.2,8,16.8,2.35,7,1
3071,75.0,3,2,1388,68.0,5,16.6,2.0,15,1
3072,57.0,1,0,1396,88.73,5,22.54,6.35,7,1
3073,41.057,1,0,2143,201.1,5,13.0,24.63,7,0
3074,92.0,0,2,998,58.2,5,26.2,3.0,10,1
3075,20.0,1,0,1498,98.59,5,22.77,7.9,6,1
3076,52.359,3,0,1197,80.0,5,18.5,3.25,11,1
3077,17.0,3,2,1497,117.3,5,17.8,8.25,6,1
3078,39.002,1,0,1461,63.1,5,23.08,2.85,11,1
3079,129.986,1,2,1399,68.0,5,20.0,3.2,12,1
3080,45.0,3,0,1198,75.0,5,18.44,1.75,9,1
3081,41.3,1,0,1248,74.0,5,17.8,3.38,9,1
3082,82.002,3,2,2354,177.6,5,12.8,5.75,13,1
3083,67.0,3,0,1798,157.75,5,13.7,4.7,12,0
3084,21.26,3,0,796,35.0,5,14.0,2.9,5,1
3085,55.362,1,0,1396,88.8,5,21.9,4.25,10,1
3086,13.0,1,0,1582,126.2,5,17.01,14.5,5,0
3087,45.725,1,0,1248,74.0,5,25.2,5.34,6,1
3088,105.0,1,0,1248,74.0,5,25.2,3.85,8,1
3089,156.056,1,0,2494,102.0,8,12.8,8.5,13,1
3090,135.0,1,0,1120,71.0,5,24.4,4.2,6,1
3091,67.0,1,0,1248,88.7,7,20.77,6.75,6,1
3093,32.251,1,0,1396,88.73,5,22.54,8.61,3,1
3094,47.0,3,0,998,67.1,5,19.0,1.46,13,1
3095,75.308,1,2,1248,73.9,5,21.1,2.8,11,1
3097,58.0,3,0,1497,118.0,5,17.0,5.47,8,1
3098,60.0,3,0,1298,85.8,5,17.5,2.45,13,1
3099,45.0,1,0,1995,184.0,5,17.05,21.5,8,0
3100,41.195,3,0,1368,90.0,5,15.0,1.38,12,1
3101,89.0,1,0,2179,140.0,7,16.0,13.5,6,1
3102,60.51,3,2,1197,78.9,5,16.95,3.1,13,0
3103,8.5,3,0,1197,83.1,5,21.4,5.49,6,1
3104,35.981,1,0,1248,88.5,5,24.3,9.51,5,1
3105,23.152,3,0,1196,70.02,5,15.6,2.39,10,1
3107,61.529,3,0,1197,103.5,5,18.19,5.65,8,0
3108,91.596,1,0,2489,93.7,7,14.95,1.85,12,1
3110,83.327,1,0,1248,73.9,5,19.3,5.8,9,1
3111,22.857,3,0,1199,74.0,5,16.2,6.9,5,1
3112,34.62,3,2,1591,121.3,5,17.01,5.35,9,1
3113,56.0,3,0,1086,68.05,5,19.81,2.85,12,1
3114,81.0,1,0,2143,204.0,5,13.0,22.75,8,0
3115,95.15,3,3,993,60.0,5,17.3,0.45,24,1
3116,32.776,3,0,1197,78.9,5,20.36,4.64,9,1
3117,51.587,1,0,1498,98.6,5,25.8,5.27,6,1
3118,36.0,1,0,2179,148.0,7,14.1,10.0,6,1
3119,22.0,3,0,1198,86.8,5,18.5,3.95,7,1
3120,30.754,3,0,1197,80.0,5,17.0,3.38,12,1
3121,37.109,3,0,1390,120.33,5,14.69,16.8,4,1
3122,45.0,3,0,1198,88.8,5,16.7,1.99,12,1
3123,33.284,3,0,1197,82.0,5,18.9,5.84,5,1
3124,55.115,1,0,2993,270.9,5,14.74,36.15,6,0
3125,18.0,1,0,2179,187.7,5,16.36,25.7,8,0
3126,130.79,1,0,2179,140.0,7,16.0,9.24,9,1
3127,16.607,1,0,1598,118.0,5,22.7,7.65,7,1
3128,32.205,1,0,1968,174.33,5,17.11,25.31,7,0
3129,67.0,1,0,1461,108.45,5,19.01,4.75,9,1
3130,57.676,3,0,1197,85.8,5,19.1,6.69,8,1
3131,41.0,3,0,1198,73.9,5,16.47,3.1,10,1
3132,65.0,3,0,796,35.0,8,19.7,1.55,10,1
3133,12.153,3,0,1197,81.86,5,18.9,6.84,3,0
3134,16.81,3,0,624,37.5,4,25.4,1.6,8,1
3135,61.221,3,0,1395,147.51,5,17.84,21.73,5,0
3136,22.0,3,0,1198,74.0,5,16.47,4.75,7,1
3137,63.714,3,0,796,47.3,5,22.74,2.45,7,1
3138,14.857,1,0,1496,113.98,5,20.7,31.55,3,0
3139,69.0,1,2,1968,140.8,5,15.2,10.25,10,0
3140,14.648,1,0,2198,158.0,7,12.62,27.36,3,1
3141,100.0,3,2,1499,110.0,5,15.8,6.5,9,1
3142,22.0,3,0,1197,82.0,5,18.9,4.25,6,1
3143,10.0,3,0,1199,82.4,5,18.2,5.5,8,1
3144,107.0,3,0,1197,83.14,5,20.85,4.0,7,1
3145,48.198,3,0,1193,88.7,5,17.57,4.65,5,1
3146,15.0,1,0,2143,170.0,5,19.27,28.5,7,0
3147,80.073,1,0,1998,163.7,5,17.3,7.11,8,1
3148,85.388,1,0,1248,73.9,5,21.1,3.9,9,1
3149,14.7,3,0,1197,81.86,5,18.9,5.6,5,1
3150,150.0,1,3,1248,73.75,5,28.4,2.25,10,1
3151,34.994,1,0,1582,126.32,5,22.32,3.9,11,1
3152,82.536,1,0,2993,270.9,5,14.74,28.63,8,0
3153,82.0,3,0,1798,157.75,5,13.7,7.25,9,0
3154,52.0,3,2,998,67.1,5,18.9,2.0,16,1
3155,20.0,3,0,1198,73.9,5,16.47,3.5,11,1
3156,55.0,3,0,1799,130.2,5,14.8,5.0,11,1
3157,47.001,0,0,1196,63.0,5,20.0,3.72,7,1
3158,52.0,3,0,998,67.04,5,22.5,3.45,8,1
3159,43.284,1,0,1248,74.0,5,23.4,4.5,9,1
3160,23.875,3,0,1591,121.3,5,13.0,14.36,4,0
3161,51.866,3,0,1197,82.0,5,18.9,5.5,6,1
3162,69.0,1,0,1461,63.1,5,23.08,3.0,9,1
3163,62.788,3,0,1197,81.86,5,18.9,6.08,5,1
3164,150.0,1,0,1598,103.6,5,20.54,5.0,9,1
3165,47.566,1,0,2982,168.5,7,12.55,20.25,7,0
3167,20.3,1,0,2755,171.5,7,11.36,18.0,4,0
3168,48.3,1,0,2143,107.3,5,20.0,17.5,7,0
3169,30.0,3,0,814,55.2,5,21.1,2.1,9,1
3170,36.0,1,2,1582,126.24,5,22.7,7.5,10,1
3171,27.641,1,2,1496,113.98,4,20.7,24.77,7,0
3172,60.0,1,0,1461,108.45,5,19.64,8.65,7,1
3174,60.75,3,0,1798,138.03,5,14.28,10.5,8,1
3175,9.0,1,0,2179,155.0,7,14.0,13.0,4,1
3176,41.1,1,0,2993,261.49,5,16.77,26.5,10,0
3177,60.0,3,2,1061,64.0,5,17.3,1.4,18,1
3178,38.424,3,0,1497,117.3,5,17.8,7.51,5,1
3179,50.0,1,0,1248,74.0,5,22.9,4.3,8,1
3180,19.0,3,0,1497,117.3,5,18.0,8.95,7,0
3181,58.734,1,0,1248,88.76,7,20.77,6.91,7,1
3182,65.257,1,0,1461,108.45,5,19.01,9.75,6,1
3183,130.0,1,2,1248,73.9,5,19.3,4.0,12,1
3184,79.0,1,0,1248,73.94,5,23.2,3.65,11,1
3185,78.0,1,0,2179,140.0,7,15.1,10.75,9,1
3186,49.133,3,0,1198,86.8,5,19.4,4.51,7,1
3188,54.448,1,0,1248,88.8,5,21.02,3.7,8,1
3189,158.793,1,0,2494,102.0,7,12.8,12.99,8,1
3190,62.088,3,0,1197,85.8,5,18.6,4.15,7,1
3191,14.8,3,0,1591,121.3,5,17.01,4.4,10,1
3192,26.0,3,0,1497,117.3,7,17.3,4.25,7,1
3193,32.005,3,0,1198,86.7,5,18.0,4.25,5,1
3194,35.0,3,0,1497,117.3,5,18.0,7.7,5,0
3195,52.0,1,0,2179,187.7,5,12.7,39.75,7,0
3196,11.0,3,0,1497,117.3,5,17.4,8.5,5,1
3197,62.0,3,0,2997,231.1,5,9.5,7.0,14,0
3198,65.134,3,3,1299,70.0,5,13.8,0.8,20,1
3199,71.0,1,0,2982,168.5,7,13.0,15.25,9,1
3200,51.366,3,0,998,66.1,5,19.0,2.25,14,1
3201,46.3,1,0,1948,83.1,7,14.07,4.85,6,1
3202,60.908,3,2,1497,116.3,5,15.6,6.42,10,0
3203,93.45,1,2,1461,63.12,5,23.19,2.5,10,1
3204,104.0,1,0,1582,126.32,5,19.08,5.75,11,0
3205,52.0,3,0,796,37.0,4,16.1,0.5,19,1
3206,42.999,1,0,2179,140.0,7,15.1,11.52,7,1
3207,90.0,1,0,1248,88.8,5,21.5,4.5,8,1
3208,72.0,3,0,1396,98.6,5,15.0,4.75,9,0
3209,54.321,1,0,1582,126.2,5,19.67,13.54,3,1
3210,59.63,1,0,2143,201.1,5,13.0,23.41,7,0
3211,116.0,1,2,2982,168.5,7,12.55,19.25,9,0
3212,34.0,1,0,1984,181.0,5,9.0,20.0,7,0
3213,70.0,1,0,2143,203.0,5,14.21,13.0,11,0
3214,80.0,3,0,2354,180.0,5,10.2,3.99,12,1
3215,110.0,1,0,1498,98.6,5,25.8,4.65,7,1
3216,56.454,1,0,1248,73.75,5,28.4,4.65,9,1
3217,60.0,3,0,1197,85.8,5,18.6,3.15,9,1
3218,56.0,3,0,1798,138.1,5,14.53,8.25,9,0
3220,63.0,1,0,1248,74.0,5,22.9,4.5,10,1
3221,15.05,1,0,1956,170.0,5,16.3,17.5,5,1
3222,29.401,3,0,1197,81.8,5,20.4,4.31,6,1
3223,25.238,3,0,1199,88.7,5,18.7,6.2,6,1
3224,79.0,1,0,1364,74.0,5,23.59,4.67,11,1
3225,58.752,3,0,1198,73.9,5,16.47,3.32,11,1
3226,62.0,3,0,1799,130.0,5,12.9,3.75,11,0
3227,132.0,3,0,1496,88.73,5,16.78,4.7,9,1
3228,51.0,3,0,1591,121.3,5,17.01,6.5,6,1
3229,185.2,1,0,2494,102.0,8,12.8,7.25,13,1
3230,61.717,1,0,1598,118.0,5,22.7,8.94,6,1
3231,8.896,3,0,1194,94.68,5,19.0,7.34,4,1
3232,17.0,3,0,1197,83.1,5,21.4,6.9,6,1
3233,31.378,3,0,1199,88.7,5,18.2,5.9,6,1
3234,114.0,1,0,1582,126.3,5,22.32,6.75,9,0
3235,81.0,1,0,1498,98.6,5,25.8,4.1,8,1
3236,31.0,1,0,1968,147.51,5,18.51,27.0,5,0
3237,35.0,3,0,1598,103.52,5,15.0,4.5,8,1
3238,60.001,1,0,1968,174.33,5,17.11,14.5,9,0
3239,75.074,1,0,1248,74.0,5,23.4,5.25,8,1
3240,80.0,1,2,1248,74.0,5,22.3,1.2,10,1
3241,147.35,1,2,2494,100.6,8,12.99,4.95,16,1
3242,60.0,1,0,1461,108.45,5,19.64,7.5,9,1
3244,58.0,1,0,1498,98.6,5,25.8,4.45,7,1
3245,29.277,1,0,2987,254.79,5,11.57,59.65,4,0
3246,57.034,1,0,1248,73.94,5,23.2,4.38,7,1
3247,40.81,1,0,1248,88.5,5,28.09,7.9,6,1
3249,34.63,3,0,1197,83.1,5,21.4,7.29,4,0
3250,45.122,1,0,1498,88.7,5,23.5,6.0,10,1
3251,126.0,1,3,2179,140.0,7,16.0,6.7,11,1
3252,63.0,3,0,796,46.3,5,19.7,1.5,13,1
3253,32.298,1,0,1496,113.98,4,20.7,23.8,6,0
3254,63.288,1,0,2179,140.0,7,15.1,7.77,8,1
3255,43.337,3,0,1086,62.1,5,17.92,3.32,10,1
3256,46.561,1,0,1248,74.0,5,22.9,4.94,7,1
3257,34.0,1,2,2143,107.3,5,20.0,11.0,9,0
3258,48.0,3,0,799,53.3,5,25.17,3.4,6,1
3259,56.263,1,0,1248,74.0,5,22.9,4.17,9,1
3260,84.06,3,2,993,60.0,5,17.3,1.25,17,1
3261,9.0,3,0,1197,82.0,5,18.9,5.45,6,0
3262,79.0,1,0,1248,88.8,5,21.12,2.59,10,1
3263,87.9,1,0,2179,140.0,7,16.0,12.01,7,1
3264,72.425,3,2,1197,85.8,5,17.5,2.45,12,1
3265,38.0,1,0,1968,174.33,5,15.73,29.0,7,0
3266,83.0,1,2,1399,74.0,5,17.8,2.4,14,1
3267,107.0,1,0,2143,170.0,5,14.84,11.99,12,0
3268,51.0,3,0,1497,117.3,5,18.0,7.9,7,0
3269,140.0,1,3,2494,102.0,7,12.8,6.25,12,1
3270,48.0,3,2,1199,79.4,5,18.6,1.8,11,1
3271,62.0,0,0,998,58.16,5,26.6,2.8,9,1
3272,31.0,3,0,1199,88.7,5,18.7,4.9,7,1
3273,75.055,3,0,1198,75.0,5,18.06,2.25,12,1
3274,51.21,3,0,1373,91.1,5,19.12,8.89,5,0
3275,87.0,1,0,2982,168.5,7,12.55,15.0,10,0
3276,17.0,1,0,1498,99.0,5,26.1,5.65,4,1
3277,57.0,1,0,1248,88.8,7,20.77,7.0,8,1
3278,9.37,3,0,796,47.3,5,22.74,2.95,6,1
3279,53.226,3,0,1198,86.8,5,19.4,3.3,9,1
3280,120.0,1,2,1493,110.0,5,16.2,3.5,12,1
3281,75.055,3,0,1493,100.0,5,12.8,2.3,15,1
3282,37.247,1,0,1582,126.2,5,19.67,13.69,5,1
3283,64.0,1,0,1364,67.06,5,23.59,3.1,9,1
3284,12.0,3,0,2359,198.25,5,13.44,12.75,8,1
3285,40.158,1,0,1582,126.2,5,19.67,13.75,5,1
3286,11.0,3,0,1199,88.7,5,18.7,6.75,5,1
3287,70.01,1,0,1598,103.6,5,20.54,5.25,8,1
3288,82.0,1,0,2179,140.0,7,16.0,8.75,7,1
3289,57.259,1,0,1493,100.0,7,18.49,8.87,5,1
3290,84.0,3,2,2354,142.0,5,11.1,6.5,12,0
3291,168.0,1,0,1248,88.76,7,20.77,4.5,10,1
3292,73.67,1,0,2696,162.0,7,12.83,12.5,10,1
3293,89.54,1,0,2982,168.5,7,12.55,16.8,8,0
3294,85.423,1,0,1248,88.8,7,20.77,8.75,6,1
3295,48.823,1,0,1582,126.24,5,19.5,8.5,9,0
3296,35.082,3,0,1197,78.9,5,20.36,2.21,11,1
3297,126.0,3,0,796,34.2,5,16.8,1.6,10,1
3298,19.0,3,0,1198,86.7,5,15.5,6.25,6,0
3299,69.0,3,2,1799,130.0,5,12.9,2.25,15,0
3300,29.836,1,0,2143,136.0,5,17.9,25.75,3,0
3301,48.002,3,2,1798,157.8,5,13.14,6.75,12,1
3302,52.324,1,0,1248,88.5,5,28.09,6.25,7,1
3303,65.0,1,0,1498,89.84,5,22.7,5.1,9,1
3304,66.0,1,2,2987,224.34,5,8.7,10.75,13,0
3305,75.7,1,0,1120,70.0,5,24.0,5.7,6,1
3306,43.0,1,0,1598,105.0,5,20.5,5.95,9,1
3307,42.706,1,0,936,56.3,5,25.44,2.4,10,1
3308,35.0,1,0,1493,100.0,7,17.21,3.49,9,1
3309,54.348,3,0,1197,80.0,5,19.2,4.0,11,0
3310,84.0,1,0,1364,67.04,5,23.59,3.85,9,1
3311,63.298,3,0,1794,138.1,5,14.53,3.95,12,0
3312,75.049,3,2,1197,78.9,5,20.36,3.0,9,1
3313,24.237,3,0,1196,86.8,5,18.16,6.7,4,1
3314,22.767,3,0,1197,85.8,5,18.5,6.14,6,1
3315,58.0,3,2,1396,98.6,5,15.0,4.4,10,0
3316,57.0,1,0,1248,74.0,5,26.59,4.25,5,1
3318,45.0,1,0,1598,118.0,5,22.7,7.0,6,1
3319,68.319,1,0,2982,168.5,7,12.55,25.12,5,0
3320,30.711,3,0,998,68.05,5,20.3,4.45,5,1
3321,38.277,1,0,1396,90.0,5,21.9,2.4,11,1
3322,115.0,1,2,1598,103.6,5,20.54,4.33,10,1
3323,46.849,3,0,1197,83.14,5,18.5,6.93,5,0
3324,64.0,1,0,1396,90.0,5,21.9,4.25,8,1
3325,130.923,1,0,2143,203.0,5,14.21,12.5,12,0
3326,15.0,3,0,1197,82.0,5,18.9,4.9,7,1
3327,32.72,1,0,1396,90.0,5,23.0,4.5,8,1
3328,12.5,3,0,799,53.3,5,25.17,3.0,6,1
3329,59.8,3,0,1197,82.0,5,16.9,5.8,7,0
3330,54.211,3,0,1598,103.6,5,15.04,3.33,11,1
3331,62.242,1,0,1998,163.7,5,14.39,6.62,7,0
3332,54.0,1,2,1461,108.5,5,19.01,5.75,7,1
3333,65.0,1,0,1582,126.32,5,22.32,6.2,10,1
3334,55.0,3,0,998,67.04,5,23.1,3.5,7,0
3335,71.0,3,0,998,67.1,5,18.9,2.0,12,1
3336,70.0,1,0,1396,88.8,5,21.9,4.0,10,1
3337,53.0,3,0,1781,163.2,5,12.3,9.5,11,0
3338,43.0,1,0,1995,184.0,5,17.05,17.5,9,0
3339,54.0,3,0,1598,103.52,5,14.3,6.11,7,0
3340,51.0,3,0,1197,78.9,5,20.36,3.75,8,1
3341,78.0,1,2,2835,107.2,6,10.5,6.2,15,1
3342,25.0,1,0,1498,98.6,5,26.0,6.15,8,1
3343,12.6,3,0,998,67.1,5,20.92,2.4,10,1
3344,80.0,1,1,1248,75.0,5,17.8,2.15,13,1
3345,21.0,3,0,1197,82.0,5,18.9,3.75,6,1
3346,32.0,3,2,1196,70.0,5,15.6,2.15,11,1
3347,50.0,3,0,1197,81.86,5,18.9,4.75,7,1
3348,47.5,3,0,1586,103.3,5,15.5,2.45,12,1
3349,7.5,3,0,1497,117.3,5,17.4,11.15,5,1
3350,68.163,1,0,1461,108.45,5,19.6,8.9,6,0
3351,61.0,1,0,1498,98.6,5,25.8,4.35,8,1
3352,100.0,1,2,2494,100.6,7,12.99,12.0,7,1
3353,61.5,1,2,1995,181.0,5,16.07,8.5,13,0
3354,42.883,3,0,1086,68.05,5,19.81,4.27,5,1
3355,97.0,1,2,1461,83.8,5,20.45,4.25,10,1
3356,39.525,3,0,2360,170.0,5,11.3,9.25,12,0
3357,35.384,1,0,1248,88.5,5,24.3,8.61,5,1
3358,46.0,1,0,2987,261.0,7,11.8,28.0,12,0
3359,32.189,1,0,1498,98.96,5,23.0,9.25,4,1
3360,27.0,1,0,1582,126.2,5,19.08,8.6,6,0
3361,22.734,3,0,1198,74.0,5,16.47,7.53,4,1
3362,58.002,1,0,1461,108.45,5,19.64,5.75,8,1
3363,31.5,3,0,1198,86.8,5,16.5,4.15,10,0
3364,30.933,3,0,1196,86.8,5,18.16,5.84,5,1
3365,27.09,1,0,1968,187.74,5,18.53,16.5,10,0
3366,29.5,1,0,2993,258.0,7,15.97,43.0,7,0
3367,45.0,3,0,1197,78.9,5,20.36,3.55,9,1
3368,11.691,3,0,1197,81.83,5,18.6,8.9,4,1
3369,121.0,1,2,1896,90.0,5,16.4,2.5,16,1
3370,118.077,1,0,1493,110.0,5,16.2,3.85,12,1
3371,36.3,3,3,1591,121.4,5,17.1,7.5,10,0
3372,90.0,3,2,1341,61.0,5,15.3,1.8,17,1
3373,78.0,1,0,1399,68.0,5,20.0,2.25,12,1
3374,42.0,1,0,1968,174.33,5,17.68,24.25,7,0
3375,27.0,3,0,1198,74.0,5,16.47,4.35,7,1
3376,22.0,1,0,1995,184.0,5,17.05,11.5,10,0
3377,49.0,3,0,1497,117.3,5,17.4,4.75,8,1
3378,42.6,1,0,1396,90.0,5,23.0,4.99,10,1
3379,12.794,3,0,1199,88.7,5,19.0,9.15,4,0
3380,88.046,3,0,2354,152.0,5,10.1,13.99,8,0
3381,8.0,1,2,2143,107.3,5,20.0,19.75,8,0
3382,82.739,1,0,2179,140.0,7,16.0,16.77,4,0
3383,193.0,1,3,2523,63.0,7,13.6,2.5,16,1
3384,7.0,3,0,1498,99.6,5,17.97,3.65,9,0
3385,60.0,1,2,2179,187.74,5,12.35,23.5,10,0
3386,38.0,3,0,796,47.3,5,22.74,3.11,5,1
3387,56.344,3,0,1496,88.73,5,17.6,4.57,9,1
3388,17.858,3,0,1197,80.0,5,17.0,5.32,8,1
3389,53.0,3,0,1197,78.9,5,20.36,3.2,10,1
3390,67.906,1,0,1248,74.0,5,25.2,5.63,6,1
3391,19.0,3,0,814,55.2,5,21.1,3.0,7,1
3392,67.0,1,2,1995,190.0,5,22.69,9.25,12,0
3393,80.0,1,0,1396,70.0,5,23.57,1.2,11,1
3394,61.0,3,0,796,47.3,5,22.74,2.15,7,1
3395,39.0,1,0,1199,73.9,5,22.07,3.05,12,1
3396,59.0,3,0,1798,138.03,5,14.28,11.5,8,0
3397,80.931,3,0,1086,62.1,5,17.92,2.3,14,1
3398,34.0,3,0,1197,81.8,5,20.4,4.95,6,1
3399,130.0,1,0,1461,84.8,5,21.64,4.75,9,1
3400,52.38,1,0,1248,88.5,5,24.3,10.15,4,1
3401,44.0,3,0,1198,75.0,5,18.06,2.65,11,1
3402,84.0,1,0,1399,68.05,5,20.0,3.8,7,1
3403,41.697,3,0,1997,141.1,5,13.1,16.68,5,0
3404,163.0,1,0,1461,108.5,5,19.01,5.0,8,1
3405,42.0,3,2,1197,78.9,5,17.71,3.75,11,1
3406,129.0,1,3,1396,88.76,5,21.27,4.11,9,1
3407,32.2,3,2,1196,86.8,5,18.16,4.25,7,1
3408,129.0,1,0,2835,107.2,6,10.5,3.45,18,1
3409,40.0,1,0,1968,174.33,5,17.11,22.5,8,0
3410,150.0,3,0,1998,132.0,8,12.4,4.5,16,1
3411,140.0,3,0,1150,74.9,5,15.26,0.9,15,1
3412,63.181,3,0,1341,83.0,5,15.3,1.85,16,1
3413,39.575,1,0,1498,98.6,5,25.8,3.25,9,1
3414,63.6,1,2,1248,74.0,5,17.8,3.1,12,1
3415,70.374,1,0,1498,89.84,5,22.7,7.34,8,1
3416,26.256,1,0,1498,88.5,5,20.14,4.25,7,1
3417,13.46,3,0,1197,81.86,5,18.6,6.45,6,1
3418,122.0,1,2,2494,102.0,8,12.8,10.75,11,1
3419,58.589,1,0,2143,203.2,5,15.26,27.75,7,0
3420,115.0,3,2,1061,64.0,5,17.3,0.99,17,1
3421,75.0,1,0,2198,158.0,7,12.62,24.0,6,0
3422,30.292,3,0,1197,81.86,5,18.6,6.1,6,1
3423,32.248,3,0,1199,88.7,5,17.5,8.25,5,1
3424,74.0,3,0,1198,73.9,5,16.47,4.65,9,1
3425,56.1,3,0,1997,153.86,5,13.7,9.75,8,1
3426,61.325,3,0,1197,81.86,5,18.9,4.4,8,1
3427,33.0,3,0,1197,85.8,5,19.1,3.99,8,1
3428,18.09,1,0,2993,258.0,5,16.2,45.73,6,0
3429,71.39,1,0,1498,89.84,5,22.7,5.27,8,1
3430,41.0,0,0,998,58.2,5,26.2,3.5,8,1
3431,67.0,1,0,1498,98.6,5,26.0,7.25,6,1
3432,99.0,1,2,1405,70.0,5,17.0,1.6,14,1
3433,142.0,1,2,1461,108.45,5,19.01,6.0,8,1
3434,26.966,3,0,1197,78.9,5,20.36,3.0,12,1
3435,27.628,3,0,1199,88.7,5,18.7,4.95,7,1
3436,82.497,1,0,1248,88.5,5,23.65,8.99,6,1
3437,86.0,3,3,2354,144.0,5,11.9,1.85,15,1
3438,26.981,3,0,1198,73.9,5,16.47,6.16,6,1
3439,110.471,1,0,1248,73.9,5,21.1,3.5,12,1
3440,69.0,3,0,1199,88.76,5,19.5,4.5,8,1
3441,12.0,3,0,1197,81.83,5,18.6,7.75,5,1
3442,77.5,1,0,1461,83.8,5,20.45,6.6,8,1
3443,48.031,3,0,1197,82.0,5,18.9,4.98,8,1
3444,170.0,1,3,1995,181.0,5,16.07,9.75,14,0
3445,69.565,1,0,1498,89.84,5,22.7,5.55,8,1
3446,45.492,1,0,1498,108.5,5,21.5,10.3,6,0
3447,85.0,3,2,2354,177.6,5,11.7,7.5,11,0
3448,55.902,3,0,1399,92.7,5,14.49,1.8,14,1
3449,18.5,3,0,1199,74.0,5,16.2,6.25,5,1
3450,129.75,1,2,2489,93.7,7,14.95,6.8,7,1
3451,50.902,3,0,1197,80.0,5,19.2,3.0,13,0
3452,84.725,1,0,2179,140.0,7,15.1,11.6,7,1
3453,40.0,1,2,1582,126.24,5,22.7,6.95,9,1
3454,60.0,3,3,1798,160.0,5,14.3,3.5,12,1
3455,33.496,3,0,1197,81.86,5,18.9,5.5,8,1
3456,25.0,3,0,1197,81.83,5,18.6,5.65,7,1
3457,71.0,1,0,1248,73.8,8,18.2,3.25,9,1
3458,20.826,3,0,1598,103.6,5,14.3,7.72,7,0
3459,42.244,1,0,1582,126.2,5,19.67,12.0,6,1
3460,98.598,1,0,936,57.6,5,25.44,1.55,9,1
3461,62.1,1,0,2982,171.0,7,11.5,10.75,11,1
3462,44.238,3,0,1197,81.83,5,18.6,6.72,6,1
3463,91.743,1,0,2967,241.4,7,12.07,28.55,10,0
3464,19.828,1,2,2967,300.0,4,17.85,75.0,9,0
3465,36.891,3,0,1497,117.3,5,17.8,10.49,6,1
3466,90.049,1,0,1493,100.0,7,17.21,3.8,10,1
3467,74.002,1,0,1968,140.0,5,16.55,18.5,10,0
3468,41.0,3,0,2359,198.25,5,12.37,6.0,9,0
3469,83.678,1,0,1582,126.32,5,22.32,5.5,10,1
3470,91.0,3,0,998,67.1,5,18.9,2.3,12,1
3471,50.0,1,0,1248,88.5,7,24.52,8.7,6,1
3472,58.0,1,0,1120,71.01,5,24.4,4.95,7,1
3473,80.0,1,0,1248,74.0,5,22.9,4.25,10,1
3474,41.29,1,2,2179,140.0,7,16.0,10.94,5,1
3475,65.0,1,0,1995,190.0,5,22.48,21.26,9,0
3476,16.471,3,2,1798,138.03,5,14.28,11.5,6,1
3477,54.339,1,2,1396,88.73,5,22.54,6.0,7,1
3478,24.025,3,0,1198,82.0,6,18.15,4.1,6,1
3479,24.027,3,0,796,47.3,5,24.7,2.01,9,1
3480,59.27,3,0,1172,67.0,5,15.7,2.6,12,1
3481,40.0,3,0,998,67.1,5,18.9,2.35,10,1
3482,155.566,1,2,2835,118.6,6,9.5,9.15,10,1
