,Name,Manufacturer,Location,km_Driven,Fuel_Type,Owner_Type,Engine CC,Power(bhp),Seats,Mileage Km/L,Price,Brand,No of Years,Transmission_Manual
3390,Maruti Swift VDI BSIV,Maruti,Kochi,67.906,Diesel,First,1248,74.0,5,25.2,5.63,Maruti,6,1
3391,Hyundai EON Magna Plus,Hyundai,Hyderabad,19.0,Petrol,First,814,55.2,5,21.1,3.0,Hyundai,7,1
3392,BMW 3 Series 320d,BMW,Mumbai,67.0,Diesel,Second,1995,190.0,5,22.69,9.25,BMW,12,0
3393,Tata Indigo XL Classic Dicor,Tata,Delhi,80.0,Diesel,First,1396,70.0,5,23.57,1.2,Tata,11,1
3394,Maruti Alto 800 LXI,Maruti,Delhi,61.0,Petrol,First,796,47.3,5,22.74,2.15,Maruti,7,1
3395,Volkswagen Polo Diesel Highline 1.2L,Volkswagen,Pune,39.0,Diesel,First,1199,73.9,5,22.07,3.05,Volkswagen,12,1
3396,Toyota Corolla Altis VL AT,Toyota,Ahmedabad,59.0,Petrol,First,1798,138.03,5,14.28,11.5,Toyota,8,0
3397,Hyundai Santro Xing GLS,Hyundai,Hyderabad,80.931,Petrol,First,1086,62.1,5,17.92,2.3,Hyundai,14,1
3398,Maruti Swift ZXI,Maruti,Kolkata,34.0,Petrol,First,1197,81.8,5,20.4,4.95,Maruti,6,1
3399,Renault Scala Diesel RxL,Renault,Hyderabad,130.0,Diesel,First,1461,84.8,5,21.64,4.75,Renault,9,1
3400,Maruti Vitara Brezza ZDi Plus,Maruti,Coimbatore,52.38,Diesel,First,1248,88.5,5,24.3,10.15,Maruti,4,1
3401,Nissan Micra XV,Nissan,Kolkata,44.0,Petrol,First,1198,75.0,5,18.06,2.65,Nissan,11,1
3402,Ford Figo Diesel EXI,Ford,Hyderabad,84.0,Diesel,First,1399,68.05,5,20.0,3.8,Ford,7,1
3403,Honda CR-V 2.0 AT,Honda,Kochi,41.697,Petrol,First,1997,141.1,5,13.1,16.68,Honda,5,0
3404,Nissan Terrano XV 110 PS,Nissan,Pune,163.0,Diesel,First,1461,108.5,5,19.01,5.0,Nissan,8,1
3405,Toyota Etios Liva 1.2 G,Toyota,Chennai,42.0,Petrol,Second,1197,78.9,5,17.71,3.75,Toyota,11,1
3406,Hyundai i20 Asta 1.4 CRDi,Hyundai,Jaipur,129.0,Diesel,Third,1396,88.76,5,21.27,4.11,Hyundai,9,1
3407,Ford Figo Aspire 1.2 Ti-VCT Ambiente,Ford,Chennai,32.2,Petrol,Second,1196,86.8,5,18.16,4.25,Ford,7,1
3408,Mitsubishi Pajero 2.8 GLX CRZ,Mitsubishi,Mumbai,129.0,Diesel,First,2835,107.2,6,10.5,3.45,Mitsubishi,18,1
3409,Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,Bangalore,40.0,Diesel,First,1968,174.33,5,17.11,22.5,Audi,8,0
3410,Toyota Innova 2.0 E,Toyota,Delhi,150.0,Petrol,First,1998,132.0,8,12.4,4.5,Toyota,16,1
3411,Chevrolet Aveo U-VA 1.2 LS,Chevrolet,Jaipur,140.0,Petrol,First,1150,74.9,5,15.26,0.9,Chevrolet,15,1
3412,Hyundai Getz GLS,Hyundai,Hyderabad,63.181,Petrol,First,1341,83.0,5,15.3,1.85,Hyundai,16,1
3413,Honda Amaze S i-Dtech,Honda,Kolkata,39.575,Diesel,First,1498,98.6,5,25.8,3.25,Honda,9,1
3414,Maruti Swift VDI BSIV W ABS,Maruti,Pune,63.6,Diesel,Second,1248,74.0,5,17.8,3.1,Maruti,12,1
3415,Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Coimbatore,70.374,Diesel,First,1498,89.84,5,22.7,7.34,Ford,8,1
3416,Volkswagen CrossPolo 1.5 TDI,Volkswagen,Kolkata,26.256,Diesel,First,1498,88.5,5,20.14,4.25,Volkswagen,7,1
3417,Hyundai Elite i20 Petrol Sportz,Hyundai,Delhi,13.46,Petrol,First,1197,81.86,5,18.6,6.45,Hyundai,6,1
3418,Toyota Innova 2.5 V Diesel 8-seater,Toyota,Chennai,122.0,Diesel,Second,2494,102.0,8,12.8,10.75,Toyota,11,1
3419,Mercedes-Benz M-Class ML 250 CDI,MercedesBenz,Kolkata,58.589,Diesel,First,2143,203.2,5,15.26,27.75,Mercedes-Benz,7,0
3420,Maruti Wagon R LX BSIII,Maruti,Jaipur,115.0,Petrol,Second,1061,64.0,5,17.3,0.99,Maruti,17,1
3421,Ford Endeavour 2.2 Trend AT 4X2,Ford,Pune,75.0,Diesel,First,2198,158.0,7,12.62,24.0,Ford,6,0
3422,Hyundai Elite i20 Petrol Sportz,Hyundai,Jaipur,30.292,Petrol,First,1197,81.86,5,18.6,6.1,Hyundai,6,1
3423,Honda WRV i-VTEC VX,Honda,Ahmedabad,32.248,Petrol,First,1199,88.7,5,17.5,8.25,Honda,5,1
3424,Volkswagen Polo Petrol Highline 1.2L,Volkswagen,Bangalore,74.0,Petrol,First,1198,73.9,5,16.47,4.65,Volkswagen,9,1
3425,Honda CR-V 2.0L 2WD MT,Honda,Mumbai,56.1,Petrol,First,1997,153.86,5,13.7,9.75,Honda,8,1
3426,Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Bangalore,61.325,Petrol,First,1197,81.86,5,18.9,4.4,Hyundai,8,1
3427,Maruti Swift Dzire VXI,Maruti,Kolkata,33.0,Petrol,First,1197,85.8,5,19.1,3.99,Maruti,8,1
3428,BMW 5 Series 2003-2012 530d,BMW,Coimbatore,18.09,Diesel,First,2993,258.0,5,16.2,45.73,BMW,6,0
3429,Ford Ecosport 1.5 DV5 MT Ambiente,Ford,Kochi,71.39,Diesel,First,1498,89.84,5,22.7,5.27,Ford,8,1
3430,Maruti Wagon R LXI CNG,Maruti,Mumbai,41.0,CNG,First,998,58.2,5,26.2,3.5,Maruti,8,1
3431,Honda City i DTec V,Honda,Ahmedabad,67.0,Diesel,First,1498,98.6,5,26.0,7.25,Honda,6,1
3432,Tata Indigo LS,Tata,Chennai,99.0,Diesel,Second,1405,70.0,5,17.0,1.6,Tata,14,1
3433,Renault Duster 110PS Diesel RxL,Renault,Pune,142.0,Diesel,Second,1461,108.45,5,19.01,6.0,Renault,8,1
3434,Hyundai i10 Sportz,Hyundai,Chennai,26.966,Petrol,First,1197,78.9,5,20.36,3.0,Hyundai,12,1
3435,Honda Jazz 1.2 SV i VTEC,Honda,Mumbai,27.628,Petrol,First,1199,88.7,5,18.7,4.95,Honda,7,1
3436,Maruti SX4 S Cross DDiS 200 Zeta,Maruti,Hyderabad,82.497,Diesel,First,1248,88.5,5,23.65,8.99,Maruti,6,1
3437,Honda Accord VTi-L MT,Honda,Mumbai,86.0,Petrol,Third,2354,144.0,5,11.9,1.85,Honda,15,1
3438,Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,Coimbatore,26.981,Petrol,First,1198,73.9,5,16.47,6.16,Volkswagen,6,1
3439,Maruti Ritz VDi,Maruti,Hyderabad,110.471,Diesel,First,1248,73.9,5,21.1,3.5,Maruti,12,1
3440,Honda Amaze S Petrol,Honda,Jaipur,69.0,Petrol,First,1199,88.76,5,19.5,4.5,Honda,8,1
3441,Hyundai i20 1.2 Asta Option,Hyundai,Hyderabad,12.0,Petrol,First,1197,81.83,5,18.6,7.75,Hyundai,5,1
3442,Renault Duster 85PS Diesel RxL,Renault,Hyderabad,77.5,Diesel,First,1461,83.8,5,20.45,6.6,Renault,8,1
3443,Hyundai Grand i10 Magna,Hyundai,Kochi,48.031,Petrol,First,1197,82.0,5,18.9,4.98,Hyundai,8,1
3444,BMW 3 Series 320d Highline,BMW,Chennai,170.0,Diesel,Third,1995,181.0,5,16.07,9.75,BMW,14,0
3445,Ford Ecosport 1.5 DV5 MT Trend,Ford,Mumbai,69.565,Diesel,First,1498,89.84,5,22.7,5.55,Ford,8,1
3446,Volkswagen Vento 1.5 TDI Highline AT,Volkswagen,Hyderabad,45.492,Diesel,First,1498,108.5,5,21.5,10.3,Volkswagen,6,0
3447,Honda Accord 2.4 AT,Honda,Chennai,85.0,Petrol,Second,2354,177.6,5,11.7,7.5,Honda,11,0
3448,Chevrolet Aveo 1.4,Chevrolet,Hyderabad,55.902,Petrol,First,1399,92.7,5,14.49,1.8,Chevrolet,14,1
3449,Volkswagen Polo 1.2 MPI Highline Plus,Volkswagen,Hyderabad,18.5,Petrol,First,1199,74.0,5,16.2,6.25,Volkswagen,5,1
3450,Mahindra Xylo D4 BS III,Mahindra,Hyderabad,129.75,Diesel,Second,2489,93.7,7,14.95,6.8,Mahindra,7,1
3451,Hyundai i10 Magna AT,Hyundai,Hyderabad,50.902,Petrol,First,1197,80.0,5,19.2,3.0,Hyundai,13,0
3452,Mahindra XUV500 W8 4WD,Mahindra,Coimbatore,84.725,Diesel,First,2179,140.0,7,15.1,11.6,Mahindra,7,1
3453,Hyundai Elantra CRDi SX,Hyundai,Mumbai,40.0,Diesel,Second,1582,126.24,5,22.7,6.95,Hyundai,9,1
3454,Volkswagen Passat 1.8 TSI MT,Volkswagen,Mumbai,60.0,Petrol,Third,1798,160.0,5,14.3,3.5,Volkswagen,12,1
3455,Hyundai Grand i10 1.2 Kappa Sportz,Hyundai,Coimbatore,33.496,Petrol,First,1197,81.86,5,18.9,5.5,Hyundai,8,1
3456,Hyundai i20 Asta Option 1.2,Hyundai,Mumbai,25.0,Petrol,First,1197,81.83,5,18.6,5.65,Hyundai,7,1
3457,Chevrolet Enjoy TCDi LS 8 Seater,Chevrolet,Ahmedabad,71.0,Diesel,First,1248,73.8,8,18.2,3.25,Chevrolet,9,1
3458,Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Skoda,Coimbatore,20.826,Petrol,First,1598,103.6,5,14.3,7.72,Skoda,7,0
3459,Hyundai Creta 1.6 CRDi SX,Hyundai,Pune,42.244,Diesel,First,1582,126.2,5,19.67,12.0,Hyundai,6,1
3460,Chevrolet Beat Diesel PS,Chevrolet,Jaipur,98.598,Diesel,First,936,57.6,5,25.44,1.55,Chevrolet,9,1
3461,Toyota Fortuner 3.0 Diesel,Toyota,Delhi,62.1,Diesel,First,2982,171.0,7,11.5,10.75,Toyota,11,1
3462,Hyundai i20 Sportz Option 1.2,Hyundai,Coimbatore,44.238,Petrol,First,1197,81.83,5,18.6,6.72,Hyundai,6,1
3463,Audi Q7 3.0 TDI quattro,Audi,Coimbatore,91.743,Diesel,First,2967,241.4,7,12.07,28.55,Audi,10,0
3464,Porsche Panamera Diesel,Porsche,Bangalore,19.828,Diesel,Second,2967,300.0,4,17.85,75.0,Porsche,9,0
3465,Honda City i VTEC VX,Honda,Hyderabad,36.891,Petrol,First,1497,117.3,5,17.8,10.49,Honda,6,1
3466,Mahindra Quanto C4,Mahindra,Hyderabad,90.049,Diesel,First,1493,100.0,7,17.21,3.8,Mahindra,10,1
3467,Audi A4 2.0 TDI Multitronic,Audi,Ahmedabad,74.002,Diesel,First,1968,140.0,5,16.55,18.5,Audi,10,0
3468,Hyundai Sonata Transform 2.4 GDi AT,Hyundai,Kolkata,41.0,Petrol,First,2359,198.25,5,12.37,6.0,Hyundai,9,0
3469,Hyundai Verna 1.6 SX,Hyundai,Hyderabad,83.678,Diesel,First,1582,126.32,5,22.32,5.5,Hyundai,10,1
3470,Maruti Wagon R LXI BS IV,Maruti,Pune,91.0,Petrol,First,998,67.1,5,18.9,2.3,Maruti,12,1
3471,Maruti Ertiga SHVS ZDI Plus,Maruti,Jaipur,50.0,Diesel,First,1248,88.5,7,24.52,8.7,Maruti,6,1
3472,Hyundai Xcent 1.1 CRDi S Option,Hyundai,Delhi,58.0,Diesel,First,1120,71.01,5,24.4,4.95,Hyundai,7,1
3473,Maruti Swift VDI,Maruti,Jaipur,80.0,Diesel,First,1248,74.0,5,22.9,4.25,Maruti,10,1
3474,Mahindra XUV500 W6 2WD,Mahindra,Kochi,41.29,Diesel,Second,2179,140.0,7,16.0,10.94,Mahindra,5,1
3475,BMW 5 Series 520d Luxury Line,BMW,Delhi,65.0,Diesel,First,1995,190.0,5,22.48,21.26,BMW,9,0
3476,Toyota Corolla Altis 1.8 G,Toyota,Bangalore,16.471,Petrol,Second,1798,138.03,5,14.28,11.5,Toyota,6,1
3477,Hyundai i20 Asta 1.4 CRDi,Hyundai,Pune,54.339,Diesel,Second,1396,88.73,5,22.54,6.0,Hyundai,7,1
3478,Mahindra KUV 100 mFALCON G80 K2,Mahindra,Hyderabad,24.025,Petrol,First,1198,82.0,6,18.15,4.1,Mahindra,6,1
3479,Maruti Alto 800 2016-2019 LXI,Maruti,Kolkata,24.027,Petrol,First,796,47.3,5,24.7,2.01,Maruti,9,1
3480,Fiat Punto EVO 1.2 Emotion,Fiat,Hyderabad,59.27,Petrol,First,1172,67.0,5,15.7,2.6,Fiat,12,1
3481,Maruti Wagon R VXI BS IV,Maruti,Kolkata,40.0,Petrol,First,998,67.1,5,18.9,2.35,Maruti,10,1
3482,Mitsubishi Pajero 4X4 LHD,Mitsubishi,Bangalore,155.566,Diesel,Second,2835,118.6,6,9.5,9.15,Mitsubishi,10,1
3483,Honda Brio EX MT,Honda,Chennai,42.32,Petrol,First,1198,86.8,5,19.4,2.9,Honda,9,1
3484,Hyundai i20 Asta Option 1.4 CRDi,Hyundai,Coimbatore,24.153,Diesel,Second,1396,88.73,5,22.54,9.18,Hyundai,5,1
3485,Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,Mumbai,27.0,Petrol,First,1591,121.3,5,13.0,11.45,Hyundai,6,0
3486,Maruti Alto Green LXi (CNG),Maruti,Hyderabad,92.0,CNG,Second,796,38.4,5,26.83,2.1,Maruti,10,1
3487,Honda Amaze S i-VTEC,Honda,Kochi,61.795,Petrol,First,1198,86.7,5,17.8,5.53,Honda,5,1
3488,Mahindra KUV 100 mFALCON G80 K6 Plus,Mahindra,Chennai,13.5,Petrol,First,1198,82.0,6,18.15,3.75,Mahindra,6,1
3489,Honda City i-VTEC CVT VX,Honda,Pune,4.5,Petrol,First,1497,117.3,5,18.0,12.5,Honda,4,0
3490,Mahindra XUV500 AT W10 FWD,Mahindra,Mumbai,23.0,Diesel,First,2179,140.0,7,16.0,15.5,Mahindra,5,0
3492,Mercedes-Benz New C-Class 220 CDI AT,MercedesBenz,Mumbai,80.578,Diesel,Second,2143,170.0,5,14.84,14.5,Mercedes-Benz,9,0
3493,Renault Duster 110PS Diesel RxZ AMT,Renault,Coimbatore,42.646,Diesel,First,1461,108.45,5,19.6,12.46,Renault,5,0
3494,Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,Bangalore,30.0,Petrol,Second,1198,74.0,5,16.47,5.25,Volkswagen,8,1
3495,Mercedes-Benz S Class 2005 2013 S 350 CDI,MercedesBenz,Bangalore,98.0,Diesel,Second,2987,282.0,5,13.5,25.0,Mercedes-Benz,13,0
3496,Jaguar XJ 3.0L Premium Luxury,Jaguar,Hyderabad,50.0,Diesel,First,2993,271.23,4,12.9,45.0,Jaguar,10,0
3497,Maruti Swift VDI,Maruti,Jaipur,63.31,Diesel,First,1248,74.0,5,28.4,5.1,Maruti,7,1
3498,Honda Amaze S i-Dtech,Honda,Delhi,66.0,Diesel,First,1498,98.6,5,25.8,3.5,Honda,8,1
3499,BMW 3 Series 320d Highline,BMW,Ahmedabad,74.0,Diesel,Second,1995,181.0,5,16.07,12.5,BMW,11,0
3500,Hyundai Verna 1.4 EX,Hyundai,Hyderabad,93.0,Diesel,First,1396,88.7,5,23.5,5.55,Hyundai,10,1
3501,Toyota Fortuner 4x2 4 Speed AT,Toyota,Delhi,70.0,Diesel,First,2982,169.0,7,11.5,19.48,Toyota,7,0
3502,Maruti Swift VXI,Maruti,Ahmedabad,48.772,Petrol,First,1197,85.8,5,18.6,3.91,Maruti,10,1
3503,Chevrolet Beat LS,Chevrolet,Chennai,66.0,Petrol,First,1199,79.4,5,18.6,2.19,Chevrolet,12,1
3504,Hyundai Grand i10 Asta Option AT,Hyundai,Coimbatore,27.417,Petrol,First,1197,82.0,5,18.9,6.89,Hyundai,5,0
3505,Ford Figo Petrol ZXI,Ford,Coimbatore,51.593,Petrol,Second,1196,70.0,5,15.6,3.47,Ford,11,1
3506,Nissan Teana 230jM,Nissan,Mumbai,86.34,Petrol,Second,2349,74.0,5,9.1,3.25,Nissan,14,0
3507,Maruti Swift VXI BSIII,Maruti,Pune,75.0,Petrol,First,1298,88.2,5,16.1,2.85,Maruti,12,1
3508,Audi A4 35 TDI Premium,Audi,Coimbatore,39.237,Diesel,First,1968,174.33,5,17.11,25.64,Audi,6,0
3509,Honda City V MT,Honda,Kochi,11.966,Petrol,First,1497,116.3,5,16.8,10.28,Honda,4,1
3510,Honda Jazz V,Honda,Hyderabad,37.0,Petrol,First,1199,88.7,5,18.2,6.3,Honda,7,1
3511,Volkswagen Polo 1.5 TDI Highline,Volkswagen,Chennai,70.92,Diesel,First,1498,88.8,5,20.14,4.75,Volkswagen,8,1
3512,Nissan Terrano XL D Option,Nissan,Hyderabad,65.28,Diesel,First,1461,83.14,5,19.87,5.8,Nissan,9,1
3513,Land Rover Discovery Sport SD4 HSE Luxury 7S,Land,Hyderabad,62.0,Diesel,First,2179,187.7,7,12.51,44.5,Land,6,0
3514,Hyundai i20 Magna Optional 1.2,Hyundai,Kochi,44.525,Petrol,First,1197,82.9,5,18.5,4.65,Hyundai,8,1
3515,Honda City 1.5 E MT,Honda,Jaipur,86.863,Petrol,First,1497,118.0,5,17.0,3.6,Honda,13,1
3516,Mahindra XUV500 W10 AWD,Mahindra,Hyderabad,102.626,Diesel,First,2179,140.0,7,16.0,12.25,Mahindra,7,1
3517,Jeep Compass 2.0 Limited Option 4X4,Jeep,Jaipur,45.0,Diesel,First,1956,170.0,5,16.3,20.0,Jeep,5,1
3518,Mahindra XUV500 W10 AWD,Mahindra,Jaipur,22.0,Diesel,First,2179,140.0,7,16.0,16.0,Mahindra,5,1
3519,Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Mahindra,Coimbatore,108.905,Diesel,Second,2179,120.0,8,11.79,6.21,Mahindra,11,0
3520,Datsun GO Plus T,Datsun,Kolkata,12.8,Petrol,First,1198,67.0,7,19.44,3.25,Datsun,6,1
3521,Mahindra Scorpio S6 Plus 7 Seater,Mahindra,Kolkata,32.0,Diesel,First,2179,120.0,7,15.4,9.75,Mahindra,6,1
3522,Honda Amaze S AT i-Vtech,Honda,Mumbai,39.0,Petrol,First,1198,86.7,5,15.5,4.45,Honda,8,0
3523,Honda City i-DTEC ZX,Honda,Pune,42.0,Diesel,First,1498,98.6,5,25.6,12.0,Honda,5,1
3524,Tata Indigo GLE,Tata,Chennai,73.0,Petrol,First,1396,65.0,5,14.4,0.8,Tata,14,1
3525,Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,Chennai,48.0,Diesel,First,1186,73.97,5,24.0,5.95,Hyundai,4,1
3527,Hyundai Verna 1.4 CX VTVT,Hyundai,Kolkata,19.0,Petrol,First,1396,105.5,5,17.43,5.25,Hyundai,8,1
3528,Toyota Innova Crysta 2.4 VX MT,Toyota,Coimbatore,33.598,Diesel,First,2393,147.8,7,13.68,22.2,Toyota,3,1
3529,BMW X1 sDrive20d,BMW,Jaipur,63.0,Diesel,First,1995,184.0,5,17.05,13.5,BMW,10,0
3530,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Volkswagen,Chennai,48.0,Diesel,First,1968,138.03,5,16.96,13.5,Volkswagen,7,0
3531,Ford Figo Diesel ZXI,Ford,Delhi,66.0,Diesel,First,1399,68.05,5,20.0,3.47,Ford,8,1
3532,Mahindra Ssangyong Rexton RX7,Mahindra,Ahmedabad,80.0,Diesel,Second,2696,184.0,7,11.18,9.5,Mahindra,9,0
3533,Volkswagen Vento Petrol Highline,Volkswagen,Chennai,37.0,Petrol,First,1598,103.6,5,15.04,4.8,Volkswagen,11,1
3534,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Skoda,Kochi,35.058,Petrol,First,1598,103.52,5,15.0,6.54,Skoda,6,1
3535,Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,Delhi,52.0,Petrol,First,1198,73.9,5,16.47,3.1,Volkswagen,10,1
3536,Maruti S Cross DDiS 200 Delta,Maruti,Hyderabad,61.313,Diesel,First,1248,88.5,5,23.65,7.99,Maruti,7,1
3537,Toyota Corolla Altis G,Toyota,Kolkata,45.0,Petrol,Second,1798,138.1,5,14.53,3.3,Toyota,13,1
3538,Maruti Ertiga ZDI,Maruti,Bangalore,74.0,Diesel,First,1248,88.8,7,20.77,8.75,Maruti,7,1
3539,Hyundai i10 Asta Sunroof AT,Hyundai,Hyderabad,89.0,Petrol,First,1197,80.0,5,19.2,4.19,Hyundai,9,0
3540,Mercedes-Benz CLA 200 CDI Sport,MercedesBenz,Kochi,13.414,Diesel,First,2143,136.0,5,17.9,30.77,Mercedes-Benz,3,0
3541,Honda City ZX VTEC,Honda,Jaipur,95.0,Petrol,Second,1497,100.0,5,16.9,2.11,Honda,16,1
3542,Mahindra KUV 100 G80 K8,Mahindra,Jaipur,15.9,Petrol,First,1198,82.0,6,18.15,6.25,Mahindra,4,1
3543,Toyota Fortuner 3.0 Diesel,Toyota,Delhi,151.0,Diesel,First,2982,171.0,7,11.5,11.4,Toyota,11,1
3544,Honda City 1.5 V MT,Honda,Bangalore,65.0,Petrol,First,1497,118.0,5,17.0,5.2,Honda,11,1
3545,Audi A6 35 TDI Matrix,Audi,Coimbatore,36.824,Diesel,First,1968,187.74,5,18.53,39.84,Audi,5,0
3546,Ford Figo Diesel ZXI,Ford,Coimbatore,65.287,Diesel,First,1399,68.05,5,20.0,4.45,Ford,9,1
3547,Mercedes-Benz GLA Class 200 CDI,MercedesBenz,Kolkata,52.0,Diesel,First,2143,136.0,5,17.9,19.5,Mercedes-Benz,8,0
3548,Chevrolet Aveo U-VA 1.2 LS,Chevrolet,Hyderabad,33.0,Petrol,First,1150,74.9,5,15.26,1.75,Chevrolet,15,1
3549,Ford Figo 2015-2019 1.5D Titanium MT,Ford,Hyderabad,71.0,Diesel,First,1498,99.0,5,25.83,5.1,Ford,6,1
3550,Hyundai Elantra CRDi SX AT,Hyundai,Delhi,71.0,Diesel,First,1582,126.2,5,22.7,6.8,Hyundai,9,0
3551,Maruti Baleno Zeta CVT,Maruti,Kolkata,20.0,Petrol,First,1197,83.1,5,21.4,5.74,Maruti,6,0
3552,Maruti Swift LXi BSIV,Maruti,Hyderabad,71.0,Petrol,First,1197,85.0,5,16.1,3.3,Maruti,12,1
3554,BMW 3 Series Luxury Line,BMW,Ahmedabad,27.0,Diesel,First,1995,190.0,5,21.76,35.0,BMW,6,0
3555,Maruti Dzire AMT ZDI Plus,Maruti,Chennai,19.0,Diesel,First,1248,73.75,5,28.4,8.9,Maruti,5,0
3556,Hyundai Verna 1.6 SX VTVT,Hyundai,Mumbai,58.0,Petrol,Second,1591,121.3,5,17.01,4.0,Hyundai,11,1
3557,Jeep Compass 2.0 Longitude,Jeep,Kochi,42.203,Diesel,First,1956,170.0,5,17.1,19.46,Jeep,4,1
3558,Hyundai Sonata Embera 2.0L CRDi AT,Hyundai,Hyderabad,94.0,Diesel,First,1991,142.0,5,11.4,5.25,Hyundai,13,0
3559,Maruti Eeco 5 STR With AC Plus HTR CNG,Maruti,Delhi,52.0,CNG,Second,1196,73.0,5,15.1,2.6,Maruti,9,1
3560,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Tata,Kolkata,4.9,Diesel,First,1497,108.5,5,21.5,9.22,Tata,4,1
3561,Hyundai EON Era Plus,Hyundai,Jaipur,70.0,Petrol,First,814,55.2,5,21.1,1.8,Hyundai,9,1
3562,Tata Indica DLS,Tata,Hyderabad,100.0,Diesel,Second,1405,74.0,5,13.5,1.3,Tata,17,1
3563,BMW 5 Series 2013-2017 530d M Sport,BMW,Kochi,65.266,Diesel,First,2993,258.0,5,14.69,31.75,BMW,7,0
3564,Maruti Ertiga VDI,Maruti,Delhi,54.569,Diesel,First,1248,88.76,7,20.77,5.99,Maruti,8,1
3565,Honda Amaze E i-Vtech,Honda,Kochi,51.361,Petrol,First,1198,86.7,5,18.0,4.94,Honda,7,1
3566,Ford Fiesta 1.4 Duratec ZXI,Ford,Jaipur,125.0,Petrol,Third,1388,68.0,5,16.6,1.5,Ford,15,1
3567,Honda Civic 2006-2010 1.8 V MT,Honda,Bangalore,66.0,Petrol,Third,1799,130.0,5,13.5,3.25,Honda,14,1
3568,Maruti Wagon R LX DUO BSIII,Maruti,Hyderabad,65.047,LPG,First,1061,57.5,5,17.3,1.95,Maruti,15,1
3569,Maruti Ertiga ZDI,Maruti,Delhi,22.281,Diesel,First,1248,88.8,7,20.77,6.5,Maruti,8,1
3570,Hyundai Grand i10 CRDi Sportz,Hyundai,Delhi,63.21,Diesel,First,1120,70.0,5,24.0,3.71,Hyundai,9,1
3571,Hyundai Xcent 1.2 VTVT E Plus,Hyundai,Pune,31.0,Petrol,First,1197,81.86,5,20.14,5.0,Hyundai,4,1
3572,Hyundai i10 Era,Hyundai,Ahmedabad,60.0,Petrol,First,1086,68.05,5,19.81,1.99,Hyundai,14,1
3573,Honda Amaze S i-Vtech,Honda,Mumbai,32.006,Petrol,First,1198,86.7,5,18.0,4.25,Honda,5,1
3574,Audi A6 2.7 TDI,Audi,Ahmedabad,78.0,Diesel,First,2698,179.5,5,12.4,8.0,Audi,13,0
3575,Hyundai i10 Magna 1.2 iTech SE,Hyundai,Mumbai,9.489,Petrol,First,1197,78.9,5,20.36,2.95,Hyundai,11,1
3576,Renault KWID RXT Optional,Renault,Pune,5.0,Petrol,First,799,53.3,5,25.17,3.5,Renault,4,1
3577,Audi A4 New 2.0 TDI Multitronic,Audi,Jaipur,60.0,Diesel,Second,1968,140.8,5,15.2,16.0,Audi,10,0
3578,Maruti Alto 800 LXI Airbag,Maruti,Jaipur,50.0,Petrol,First,796,47.3,5,22.74,2.75,Maruti,7,1
3579,Honda City i VTEC VX Option,Honda,Delhi,53.0,Petrol,First,1497,117.3,5,17.8,6.95,Honda,7,1
3580,Mercedes-Benz New C-Class C250 Avantgarde,MercedesBenz,Delhi,64.0,Petrol,Second,1796,186.0,5,11.74,12.5,Mercedes-Benz,11,0
3581,Audi Q5 3.0 TDI Quattro Technology,Audi,Coimbatore,43.827,Diesel,First,2967,241.4,5,13.22,36.83,Audi,5,0
3582,Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,Pune,36.431,Petrol,First,1199,74.0,5,16.2,2.7,Volkswagen,11,1
3583,Hyundai Creta 1.4 E Plus Diesel,Hyundai,Mumbai,35.0,Diesel,First,1396,88.7,5,21.38,9.9,Hyundai,5,1
3584,Honda City 1.5 V MT,Honda,Kochi,94.832,Petrol,First,1497,118.0,5,17.0,3.83,Honda,11,1
3585,Honda City 1.5 S MT,Honda,Coimbatore,88.381,Petrol,First,1497,118.0,5,17.0,5.25,Honda,10,1
3586,Maruti S Cross DDiS 320 Alpha,Maruti,Kolkata,45.194,Diesel,First,1598,118.0,5,22.7,7.75,Maruti,6,1
3587,Maruti SX4 Vxi BSIV,Maruti,Mumbai,66.0,Petrol,Second,1586,103.2,5,16.51,2.46,Maruti,12,1
3588,Maruti Swift Dzire VDI,Maruti,Kolkata,38.578,Diesel,First,1248,74.0,5,23.4,3.96,Maruti,8,1
3589,Maruti Ertiga ZDI,Maruti,Chennai,40.0,Diesel,First,1248,88.8,7,20.77,8.25,Maruti,7,1
3590,Hyundai i20 1.2 Spotz,Hyundai,Coimbatore,20.632,Petrol,First,1197,81.83,5,18.6,7.58,Hyundai,4,1
3591,Hyundai Grand i10 CRDi Magna,Hyundai,Hyderabad,73.042,Diesel,First,1120,70.0,5,24.0,3.99,Hyundai,8,1
